"title","company","location","source","fitScore","recommendation","decision","url"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"ל YIT דרוש /ה בודק /ת QA עם ניסיון בבדיקות WEB","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8668667"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649041"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"בודק/ת תוכנה (QA)","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8636218"
"ל YIT דרוש /ה בודק /ת QA עם ניסיון בבדיקות WEB","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8668667"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"איש QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8646179"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"ל YIT דרוש /ה בודק /ת QA עם ניסיון בבדיקות WEB","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8668667"
"איש QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8646179"
"בודק/ בודקת תוכנה","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8621394"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"בודק/ת תוכנה (QA)","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8636218"
"לחברה מובילה בתחומה דרוש /ה בודק /ת QA","חברה חסויה","לוד","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8616915"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"QA Engineer","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"איש QA","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8646179"
"ל YIT דרוש /ה בודק /ת QA עם ניסיון בבדיקות WEB","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8668667"
"בודק/ בודקת תוכנה","חברה חסויה","Israel","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8621394"
"לחברה מובילה בתחומה דרוש /ה בודק /ת QA","חברה חסויה","לוד","AllJobs","68","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8616915"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","67","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","67","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","67","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","67","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","67","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","67","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"QA מפתח /ת אוטומציה ||אפשרויות נוס Python (Microservices & Testing) - OR - C # (ATE & Simulators)","חברה חסויה","Israel","AllJobs","66","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8589463"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"מהנדס/ת בדיקות QA","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8647106"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"לחברת הייטק בתחום הסייבר דרוש /ה מהנדס /ת QA!","חברה חסויה","Israel","AllJobs","60","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8638589"
"בודק/ת תוכנה QA","חברה חסויה","אור יהודהסוג משרה:","AllJobs","58","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8650214"
"בודק/ת תוכנה QA","חברה חסויה","אור יהודהסוג משרה:","AllJobs","58","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8650214"
"בודק/ת QA ידני","חברה חסויה","מרכז","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8631907"
"בודק/ת QA ידני","חברה חסויה","מרכז","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8631907"
"דרוש בודק /ת תוכנה אוטומציה לחברה בטחונית גדולה","חברה חסויה","Israel","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8598240"
"דרוש בודק /ת תוכנה אוטומציה לחברה בטחונית גדולה","חברה חסויה","Israel","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8598240"
"דרוש בודק /ת תוכנה אוטומציה לחברה בטחונית גדולה","חברה חסויה","Israel","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8598240"
"בודק/ת QA ידני","חברה חסויה","מרכז","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8631907"
"דרוש בודק /ת תוכנה אוטומציה לחברה בטחונית גדולה","חברה חסויה","Israel","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8598240"
"לחברה מעולה במרכז דרוש /ה בודק QA ידני -דיגיטל וAPI","חברה חסויה","מרכז","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8648031"
"דרוש בודק /ת תוכנה אוטומציה לחברה בטחונית גדולה","חברה חסויה","Israel","AllJobs","56","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8598240"
"סטודנט/ית ל- Embedded Software QA.","חברה חסויה","קיסריהסוג משרה:","AllJobs","54","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8623254"
"בוגרים /ות מצטיינים /ות לתפקידי data Analyst","חברה חסויה","תל אביב","AllJobs","52","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8285302"
"דרוש /ה בודק /ת תוכנה QA ידני /אוטומציה למחלקת דיגיטל בחברה מובילה בתחומה באזור המרכז","חברה חסויה","מרכז","AllJobs","52","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8664497"
"בודק /ת תוכנה /תמיכה אפליקטיבית","חברה חסויה","הוד השרון","AllJobs","52","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8592101"
"בודק/ת תוכנה (QA)","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8636218"
"בודק/ת תוכנה","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649352"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649041"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"איש QA","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8646179"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"בודק/ בודקת תוכנה","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8621394"
"לחברה מובילה בתחומה דרוש /ה בודק /ת QA","חברה חסויה","לוד","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8616915"
"לחברה מובילה בתחומה דרוש /ה בודק /ת QA","חברה חסויה","לוד","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8616915"
"בודק/ת תוכנה (QA)","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8636218"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"בודק/ בודקת תוכנה","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8621394"
"בודק/ת תוכנה","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649352"
"בודק/ת QA","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8649034"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8662080"
"איש QA","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8646179"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"QA Engineer","חברה חסויה","Israel","AllJobs","50","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8657299"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","49","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","49","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","49","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"רכז/ת מאגרי מידע וניהול תרומות","הטכניון","חיפה","Drushim","49","review","filtered_other","https://www.drushim.co.il/job/36960228/813d5ef4/"
"בודק /ת תוכנה QA לחיפה","חברה חסויה","חיפה","AllJobs","49","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8609544"
"בודק/ת תוכנה","חברה חסויה","תל אביב","AllJobs","46","review","filtered_other","https://www.alljobs.co.il/Search/UploadSingle.aspx?JobID=8651682"
